aircraft_id,x_m,y_m,z_m,vx_mps,vy_mps
4041213,262.6536232215812,5.518160989389,335.28000000000003,20.150103554812233,3.2284228568601003
6056556,680.4321572050102,119.50869545436781,358.14,1.219756229713198,-0.24830628047411096
6130281,685.8768010860928,122.4861254594627,259.08,-2.6078760501811757,0.8521414764300062
6142569,670.7013731055372,142.6324216176772,358.14,-0.8896193265109105,5.431114539401193
8906330,-2066.890058094652,4134.275636984106,640.08,55.523473267669715,-60.940788872527264
9871159,-3296.8987007545766,2861.80892281644,457.2,39.65340568090505,-25.21366572945999
10198769,-62.424524318733596,13.627447783015501,396.24,-50.19843115110431,4.0238196685169
10494520,564.7014044140891,304.7296591966707,335.28000000000003,-3.3475868355074,0.6266181694558668
10495573,688.7119305211554,0.7029128367647001,245.10999999999999,62.63528725746289,-1.0133204443232
10495695,-4001.777925645469,57.9884830668898,449.58,67.8418627058636,-4.451187740016003
10502576,5536.165597727476,-1345.1282975218267,1798.32,-130.82378998047898,-77.18923766843727
10503481,3748.686273488134,4190.940847296834,822.96,-36.52130021515859,-53.144168703986
10504890,3087.7437041918247,-4326.843902587789,1714.5,-95.61431273286462,43.222281788938744
10509969,247.1748562986895,7.071926257413,236.2199999999999,25.028512399734012,-3.8569154603316997
10514849,-4129.569275782762,-12.1120098606332,518.1600000000001,69.17110032351547,-30.243885471566102
10518504,368.5658565126621,-4733.6272369201715,518.1600000000001,0.5068088092176026,69.5764145440935
10520887,770.5226787145109,215.744366043261,243.84,-0.28657601032523417,0.0936384090975082
10523207,5863.29640391942,16.4259540788179,601.98,-59.886862209324136,10.9977564709203
10525847,193.90653742824858,1.6991311714963,236.2199999999999,40.171363700163226,3.3442686287942003
10532852,349.7481321831531,3.9260178424858,232.41,22.27353017351794,-0.7365366923056
10552248,256.8040982901796,3.9249677921777995,243.84,32.79486331431468,-0.20302552554829933
10561439,816.1272470100972,206.1005150413544,0.0,-0.9509286726948858,0.8948442028932959
10562261,5220.434838080114,-2329.972756029126,1592.5800000000002,13.36214523531362,33.83801838376712
10570502,469.57445462846283,73.4185500833047,274.32,-8.654243814821939,3.4122318499075988
10570666,1129.855660479131,4.5905298567027,350.52,-38.22657459881316,-0.39164318256299957
10583396,1966.3958999902748,-4722.108346077733,464.82,-15.489887026937822,60.074157482755254
10584392,234.0779011284118,5.0433998002905005,281.94,32.575153525647266,-2.2341789842869004
10588777,249.8236448625459,7.0240740733439,182.88,30.49252902429282,2.5354635938968997
10589805,648.6950810978273,-191.07967704809352,274.32,-1.0269915473852507,1.3223476405992187
10593862,-696.8309159358774,-4556.5214867466,579.12,32.00654961902501,63.96052558219162
10594076,4837.678881375716,-2817.5810141535844,731.52,-39.046063531664004,27.33065622023514
10596570,5736.20114295315,-426.5184595598688,449.58,-45.347951271039165,29.735165105908607
10598808,-1778.9671997848673,-4085.2070788702968,1249.6799999999998,22.11836762829671,67.65865690138207
10602665,311.0997044443715,4.2892816504978,373.38,16.362902263847673,-0.2069432922118004
10603290,101.8974943408755,2.7963468808775,259.08,24.930414508050816,1.5488472702803002
10605659,201.50794706914198,0.49996491320810005,220.98000000000002,25.366024818549732,1.5236275022113
10606237,-1274.708466956875,4601.555943458481,457.2,31.42031997277968,-12.502067145278488
10607147,1065.973660133217,8.579023610648699,335.28000000000003,-33.69189041008303,-4.1802170487533985
10608166,1092.3181401172576,1.9584434496282,350.52,-42.04408277284119,0.7683452783822005
10610594,175.4467160712389,3.6431634005859,236.2199999999999,25.473062658728793,-0.5266284579338998
10611591,5180.958210223907,2511.6515422490397,701.0400000000001,-29.679569912296756,9.682391572021515
10618569,4990.278410995028,-2316.84325400328,723.9000000000001,-111.72838711586064,74.03863731904903
